,START_ID,TYPE,END_ID,link,start_date,end_date,sourceID,valid_until
0,11000128,intermediary_of,10213807,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
1,11000128,intermediary_of,10021805,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
2,11000128,intermediary_of,10020739,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
3,11000128,intermediary_of,10019812,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
4,11000128,intermediary_of,10199889,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
5,11000128,intermediary_of,10192442,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
6,11000128,intermediary_of,10184703,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
7,11000128,intermediary_of,10184541,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
8,11000128,intermediary_of,10185315,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
9,11000128,intermediary_of,10187630,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
10,11000128,intermediary_of,10189961,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
11,11000128,intermediary_of,10197888,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
12,11000128,intermediary_of,10197879,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
13,11000128,intermediary_of,10033325,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
14,11000128,intermediary_of,10035259,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
15,11000128,intermediary_of,10047097,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
16,11000128,intermediary_of,10059238,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
17,11000128,intermediary_of,10062042,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
18,11000128,intermediary_of,10061830,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
19,11000128,intermediary_of,10061085,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
20,11000128,intermediary_of,10060600,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
21,11000128,intermediary_of,10066196,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
22,11000128,intermediary_of,10072280,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
23,11000128,intermediary_of,10072905,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
24,11000128,intermediary_of,10072908,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
25,11000128,intermediary_of,10068856,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
26,11000128,intermediary_of,10069066,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
27,11000128,intermediary_of,10069845,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
28,11000128,intermediary_of,10070584,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
29,11000128,intermediary_of,10078062,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
30,11000128,intermediary_of,10078582,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
31,11000128,intermediary_of,10076857,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
32,11000128,intermediary_of,10077580,intermediary of,,,Panama Papers,The Panama Papers data is current through 2015
