,node_id,ShellName,CharityName,CharityHeadquarters
1,12032292,ROBIN HOOD HOLDINGS,Robin Hood Foundation,New York, New York
7,13007414,WORLD WILDLIFE FUND,World Wildlife Fund,Washington, District of Columbia
