,node_id,ShellName,CharityName,CharityHeadquarters
0,22016936,LAWRENCE LAWRENCE,The Lawrence Foundation,"Santa Monica, CA, United States"
1,22003353,FIRST CORPORATE DIRECTOR, first Director,
2,22023392,FIRST CORPORATE DIRECTOR, first Director,
3,22023643,GEORGIA KAFKALIA, Georgia,
4,22023643,GEORGIA KAFKALIA, Georgia,
5,22003599,CASSAB SANDY, Sandy,
